fighter_id,name,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,last_updated
564,Eric Martin,0,1,0,0,N/A,N/A,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:09:43.089664
565,Terry Martin,22,9,0,0,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",2.68,41%,3.26,53%,3.01,40%,92%,0.0,2018-11-21 20:09:47.492896
566,Jack Marshman,22,8,0,0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",2.87,31%,3.78,56%,0.00,0%,22%,0.0,2018-11-21 20:09:51.913086
567,David Marshall,8,3,0,0,"6' 2""",170 lbs.,N/A,,"Aug 24, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:09:54.954957
568,Doug Marshall,13,5,0,0,"5' 10""",205 lbs.,N/A,Orthodox,"Sep 09, 1975",7.97,51%,6.29,61%,0.00,0%,0%,6.3,2018-11-21 20:09:59.498815
569,Eliot Marshall,10,4,0,0,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980",1.93,27%,2.39,67%,0.47,33%,79%,0.9,2018-11-21 20:10:02.675329
570,CJ Marsh,5,1,0,0,N/A,N/A,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:10:05.957567
571,John Marsh,8,7,0,0,"6' 0""",265 lbs.,N/A,Orthodox,"Sep 15, 1970",0.83,42%,2.23,40%,0.43,100%,54%,0.4,2018-11-21 20:10:10.062564
572,Cesar Marscucci,2,2,0,0,N/A,N/A,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:10:13.896351
573,Carmelo Marrero,14,5,0,1,"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981",0.84,34%,2.04,54%,3.21,36%,36%,0.9,2018-11-21 20:10:18.672586
574,Julian Marquez,7,2,0,0,"6' 2""",185 lbs.,"75""",Orthodox,"May 08, 1990",3.80,40%,3.33,53%,0.00,0%,52%,3.0,2018-11-21 20:10:22.556204
575,Nate Marquardt,38,19,2,0,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2.71,49%,2.32,55%,1.87,51%,70%,0.8,2018-11-21 20:10:27.33045
576,Christina Marks,8,9,0,0,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985",5.00,58%,3.00,64%,7.50,100%,0%,0.0,2018-11-21 20:10:29.924514
577,Randa Markos,8,7,1,0,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",2.92,41%,3.26,61%,1.61,26%,53%,0.2,2018-11-21 20:10:33.364299
578,Rory Markham,16,6,0,0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 25, 1982",1.98,21%,10.27,45%,0.00,0%,0%,0.0,2018-11-21 20:10:36.402182
579,Ronny Markes,14,3,0,0,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",2.17,53%,2.43,45%,3.13,40%,100%,0.5,2018-11-21 20:10:40.933076
580,Enrique Marin,9,4,0,0,"5' 10""",170 lbs.,"74""",,"Sep 02, 1986",1.43,33%,3.00,50%,2.50,38%,60%,1.0,2018-11-21 20:10:44.662136
581,Jose Maria,33,5,0,2,"5' 5""",125 lbs.,N/A,Orthodox,"Jan 04, 1982",3.20,53%,3.98,52%,2.32,27%,33%,2.3,2018-11-21 20:10:48.20367
582,Cristiano Marcello,13,6,0,0,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977",2.56,33%,3.61,58%,0.44,11%,20%,0.9,2018-11-21 20:10:52.603927
583,Jimi Manuwa,17,4,0,0,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",3.34,53%,3.74,49%,0.58,21%,71%,0.4,2018-11-21 20:10:56.300038
584,Chris Manuel,8,3,2,0,"5' 9""",135 lbs.,N/A,Orthodox,"Jul 21, 1987",2.53,40%,2.67,66%,1.00,20%,100%,0.0,2018-11-21 20:10:58.234842
585,Steve Mann,12,5,0,0,"6' 1""",170 lbs.,N/A,,N/A,3.18,70%,0.66,57%,1.64,100%,60%,0.0,2018-11-21 20:11:01.186976
586,Jon Manley,7,3,0,0,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 07, 1986",1.13,20%,4.33,45%,1.00,7%,20%,0.0,2018-11-21 20:11:05.485467
587,Melchor Manibusan,2,4,0,0,"5' 5""",154 lbs.,N/A,Southpaw,"Dec 27, 1976",1.58,54%,5.79,15%,0.00,0%,0%,0.0,2018-11-21 20:11:09.622413
588,Melvin Manhoef,25,9,1,1,"5' 9""",185 lbs.,N/A,Orthodox,"May 11, 1976",3.52,48%,2.64,51%,0.33,25%,78%,0.0,2018-11-21 20:11:12.673262
589,Michael Mangan,0,3,0,0,N/A,155 lbs.,N/A,,N/A,1.94,33%,4.52,46%,19.35,50%,100%,0.0,2018-11-21 20:11:15.789955
590,Troy Mandaloniz,3,2,0,0,"5' 9""",170 lbs.,N/A,Orthodox,"Feb 01, 1980",3.52,56%,4.71,63%,3.10,66%,57%,0.0,2018-11-21 20:11:19.261679
591,Mike Malott,5,1,1,0,"6' 0""",145 lbs.,N/A,,N/A,4.53,36%,4.53,51%,2.00,33%,0%,0.0,2018-11-21 20:11:20.827494
592,Carl Malenko,6,4,0,0,"5' 11""",200 lbs.,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:11:25.103069
593,Nazareno Malegarie,28,5,0,0,"5' 8""",155 lbs.,"70""",,"May 16, 1986",3.87,34%,3.27,69%,1.00,33%,0%,0.0,2018-11-21 20:11:28.880974
594,Marvin Maldonado,2,4,0,1,"5' 6""",135 lbs.,N/A,,N/A,0.87,56%,3.47,43%,0.00,0%,20%,0.0,2018-11-21 20:11:32.729694
595,Fabio Maldonado,22,9,0,0,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980",5.29,58%,4.31,53%,0.44,57%,61%,0.6,2018-11-21 20:11:37.553799
596,Jeremy Malaterre,4,2,0,0,"5' 11""",155 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:11:41.603976
597,Zach Makovsky,19,8,0,0,"5' 4""",125 lbs.,"64""",Southpaw,"Apr 19, 1983",1.94,43%,2.24,62%,3.71,30%,56%,0.3,2018-11-21 20:11:45.067721
598,Aliev Makhmud,0,1,0,0,"5' 6""",195 lbs.,N/A,Southpaw,"Feb 13, 1970",1.12,30%,2.24,36%,2.10,50%,0%,0.0,2018-11-21 20:11:48.243236
599,Islam Makhachev,16,1,0,0,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991",2.24,60%,0.82,64%,4.33,86%,100%,1.3,2018-11-21 20:11:51.807727
600,John Makdessi,16,6,0,0,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",5.49,50%,3.89,71%,0.00,0%,87%,0.0,2018-11-21 20:11:53.916055
601,Levan Makashvili,10,2,1,0,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989",2.87,54%,2.07,61%,3.67,42%,85%,0.0,2018-11-21 20:11:56.96994
602,Jennifer Maia,15,5,1,0,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988",2.80,40%,3.53,32%,0.00,0%,25%,0.0,2018-11-21 20:12:01.085919
603,Demian Maia,25,9,0,0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",1.78,42%,1.95,64%,2.50,25%,65%,1.0,2018-11-21 20:12:04.913698
604,Klayton Mai,8,3,0,0,"5' 9""",125 lbs.,N/A,,"Nov 30, 1986",1.53,42%,1.02,63%,3.83,100%,0%,7.7,2018-11-21 20:12:06.598166
605,Bill Mahood,20,7,1,1,"6' 3""",200 lbs.,N/A,Orthodox,"Feb 01, 1967",1.54,85%,3.59,17%,0.00,0%,0%,3.9,2018-11-21 20:12:10.565591
606,Michelle Maher,1,2,0,0,N/A,145 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:12:14.432275
607,Lolohea Mahe,5,2,1,0,N/A,N/A,N/A,,N/A,1.71,29%,6.92,40%,2.44,40%,0%,0.0,2018-11-21 20:12:17.360431
608,John Maguire,18,6,0,0,"5' 9""",155 lbs.,"69""",Southpaw,"May 19, 1983",1.41,41%,2.44,65%,2.80,46%,77%,1.1,2018-11-21 20:12:20.440201
609,Zabit Magomedsharipov,16,1,0,0,"6' 1""",145 lbs.,"73""",Orthodox,"Mar 01, 1991",4.49,52%,2.35,66%,7.24,63%,77%,1.3,2018-11-21 20:12:23.143956
610,Ruslan Magomedov,14,1,0,0,"6' 3""",242 lbs.,"78""",Orthodox,"Nov 26, 1986",4.02,47%,1.47,66%,0.33,100%,88%,0.0,2018-11-21 20:12:26.220755
611,Rashid Magomedov,20,2,0,0,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984",4.40,49%,3.05,54%,0.67,57%,89%,0.2,2018-11-21 20:12:30.292874
612,Ibragim Magomedov,22,7,1,0,"6' 0""",250 lbs.,N/A,Orthodox,N/A,0.26,4%,3.86,42%,0.00,0%,0%,0.0,2018-11-21 20:12:33.390596
613,Neil Magny,21,8,0,0,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",3.86,46%,2.22,56%,2.62,46%,60%,0.3,2018-11-21 20:12:38.109985
614,Angela Magana,11,9,0,0,"5' 1""",115 lbs.,"65""",,"Aug 02, 1983",1.53,28%,4.92,42%,0.40,25%,28%,0.4,2018-11-21 20:12:41.425127
615,Brandon Magana,6,2,0,0,N/A,170 lbs.,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:12:45.464334
616,Eric Magana,1,1,0,0,N/A,N/A,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:12:48.225955
617,Bernardo Magalhaes,11,3,0,0,"5' 9""",155 lbs.,"65""",Orthodox,"Apr 08, 1981",1.80,27%,3.37,68%,0.00,0%,0%,0.5,2018-11-21 20:12:51.795416
618,Caio Magalhaes,9,3,0,0,"6' 1""",185 lbs.,"73""",Orthodox,"Dec 14, 1987",2.27,40%,2.78,56%,1.05,15%,58%,1.6,2018-11-21 20:12:55.988191
619,Vinicius Magalhaes,2,1,0,0,N/A,145 lbs.,N/A,,"Jul 30, 1971",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:12:57.324642
620,Vinny Magalhaes,11,7,0,1,"6' 3""",205 lbs.,"79""",Orthodox,"Jul 02, 1984",2.14,24%,3.97,68%,1.55,44%,66%,0.8,2018-11-21 20:13:00.818309
621,Leonardo Mafra,12,3,0,0,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 25, 1989",4.55,48%,4.38,43%,2.12,83%,69%,0.4,2018-11-21 20:13:04.141446
622,Yoshiro Maeda,28,12,2,0,"5' 7""",139 lbs.,"68""",Southpaw,"Oct 31, 1981",2.36,33%,2.55,63%,2.93,51%,50%,0.7,2018-11-21 20:13:07.730834
623,Jon Madsen,7,1,0,0,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980",2.46,41%,1.18,81%,1.32,71%,70%,0.0,2018-11-21 20:13:12.368442
624,Ryan Madigan,5,3,0,0,"6' 0""",170 lbs.,N/A,Orthodox,N/A,0.00,0%,3.35,47%,0.00,0%,0%,0.0,2018-11-21 20:13:15.497082
625,Don Madge,8,3,1,0,"6' 0""",155 lbs.,"72""",Southpaw,"Nov 12, 1990",4.01,67%,0.96,66%,0.00,0%,0%,2.9,2018-11-21 20:13:19.67392
626,Reza Madadi,14,6,0,0,"5' 11""",155 lbs.,"72""",Orthodox,"Jun 20, 1978",2.51,46%,3.31,66%,3.17,33%,89%,0.5,2018-11-21 20:13:23.122683
627,Anthony Macias,26,16,0,0,"5' 9""",185 lbs.,N/A,Switch,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:13:27.257657
628,Jon Koppenhaver,11,4,0,0,"5' 11""",170 lbs.,N/A,Orthodox,"Nov 30, 1981",2.32,60%,3.17,43%,1.16,50%,40%,0.0,2018-11-21 20:13:31.200122
629,Lyoto Machida,24,8,0,0,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2.59,53%,1.57,61%,1.21,65%,75%,0.4,2018-11-21 20:13:36.305479
630,Ilima Macfarlane,6,0,0,0,"5' 4""",125 lbs.,N/A,,N/A,4.13,43%,2.93,65%,0.00,0%,50%,1.0,2018-11-21 20:13:39.956723
631,Clayton MacFarlane,4,1,0,0,N/A,170 lbs.,N/A,,N/A,1.33,52%,1.82,55%,1.05,33%,37%,0.0,2018-11-21 20:13:42.577698
632,Veronica Macedo,5,2,1,0,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995",1.69,41%,4.65,37%,0.54,100%,50%,0.5,2018-11-21 20:13:46.063405
633,Rory MacDonald,18,4,0,0,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",3.75,42%,2.80,62%,1.77,47%,88%,0.4,2018-11-21 20:13:50.835654
634,Rob MacDonald,5,4,0,0,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978",1.80,50%,2.04,46%,7.19,80%,80%,5.4,2018-11-21 20:13:54.65343
635,Jason MacDonald,26,16,0,0,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",1.55,52%,2.70,46%,1.43,16%,35%,2.0,2018-11-21 20:13:58.908086
636,William Patolino,8,3,0,0,"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",4.92,54%,3.96,65%,1.85,45%,78%,0.0,2018-11-21 20:14:03.135785
637,Adam Lynn,17,8,0,1,"5' 10""",155 lbs.,N/A,Orthodox,N/A,1.47,63%,6.95,10%,0.00,0%,50%,0.0,2018-11-21 20:14:07.692586
638,Stevie Lynch,5,2,0,0,"5' 10""",170 lbs.,N/A,Orthodox,N/A,2.47,25%,7.06,41%,0.00,0%,0%,0.0,2018-11-21 20:14:11.371755
639,Travis Lutter,10,6,0,0,"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973",0.41,32%,2.42,42%,1.95,24%,30%,0.7,2018-11-21 20:14:15.9705
640,Thaddeus Luster,0,1,0,0,"6' 3""",210 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:14:19.913952
641,Vicente Luque,14,6,1,0,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",3.71,51%,3.03,55%,1.48,50%,61%,1.0,2018-11-21 20:14:24.878663
642,Alexandru Lungu,8,2,0,0,"6' 0""",385 lbs.,N/A,Orthodox,"Sep 03, 1974",3.61,66%,7.22,40%,0.00,0%,0%,0.0,2018-11-21 20:14:28.25165
643,Mike Lullo,8,3,0,0,"5' 8""",145 lbs.,N/A,Orthodox,"Jul 24, 1979",2.48,36%,4.84,40%,1.18,11%,0%,0.6,2018-11-21 20:14:33.324118
644,Duane Ludwig,29,14,0,0,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",4.61,44%,3.04,57%,0.43,25%,59%,0.1,2018-11-21 20:14:37.780213
645,Cleber Luciano,14,6,0,0,"5' 6""",155 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:14:39.28417
646,Matt Lucas,14,2,0,0,"6' 1""",205 lbs.,N/A,,N/A,1.27,48%,3.93,40%,1.00,10%,0%,0.0,2018-11-21 20:14:42.380917
647,Robert Lucarelli,0,1,0,0,"6' 2""",245 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:14:47.351635
648,Joe Lowry,8,1,0,0,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 12, 1989",5.93,42%,11.86,38%,0.00,0%,0%,0.0,2018-11-21 20:14:50.794413
649,Brandon Lowe,2,1,0,0,N/A,155 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:14:54.900442
650,Waylon Lowe,11,5,0,2,"5' 7""",145 lbs.,N/A,Southpaw,"Oct 31, 1980",1.88,55%,2.40,53%,4.47,55%,83%,0.3,2018-11-21 20:14:59.350576
651,Jakob Lovstad,11,4,0,0,"6' 3""",205 lbs.,N/A,Orthodox,N/A,0.00,0%,9.43,35%,0.00,0%,0%,0.0,2018-11-21 20:15:04.109857
652,Ian Loveland,14,9,0,0,"5' 8""",145 lbs.,N/A,Orthodox,"Sep 07, 1983",2.71,40%,2.36,64%,1.00,37%,69%,0.3,2018-11-21 20:15:07.650394
653,Rashard Lovelace,4,1,0,0,N/A,155 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:15:11.182954
654,Nate Loughran,9,1,0,0,"6' 2""",185 lbs.,N/A,Orthodox,"Jul 28, 1980",1.81,40%,4.11,59%,0.00,0%,0%,2.1,2018-11-21 20:15:14.274693
655,Brendan Loughnane,5,2,0,0,"5' 9""",155 lbs.,"71""",,"May 12, 1989",5.00,63%,3.60,66%,0.00,0%,91%,0.0,2018-11-21 20:15:18.753747
656,Benito Lopez,9,0,0,0,"5' 10""",135 lbs.,"73""",Switch,"Apr 06, 1994",5.17,45%,5.33,60%,0.00,0%,84%,0.5,2018-11-21 20:15:22.086818
657,Matthew Lopez,10,3,0,0,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987",2.71,52%,3.35,56%,3.13,57%,63%,1.4,2018-11-21 20:15:26.086134
658,Christopher Lopez,9,1,0,1,"5' 10""",170 lbs.,N/A,,"Jan 30, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:15:30.416559
659,Jorge Lopez,11,3,0,0,"5' 10""",170 lbs.,N/A,Orthodox,"Nov 21, 1988",2.47,59%,2.57,50%,3.50,41%,81%,0.0,2018-11-21 20:15:34.318134
660,Federico Lopez,5,5,0,0,"5' 4""",139 lbs.,N/A,Orthodox,N/A,1.78,23%,5.35,30%,0.00,0%,0%,0.0,2018-11-21 20:15:37.617319
661,Steve Lopez,12,6,1,0,"5' 11""",155 lbs.,N/A,Orthodox,"Jul 30, 1984",1.39,24%,2.69,62%,0.00,0%,37%,0.0,2018-11-21 20:15:41.889901
662,Ivan Lopez,8,1,1,0,"5' 6""",135 lbs.,N/A,Southpaw,N/A,0.90,26%,2.24,65%,0.00,0%,30%,0.0,2018-11-21 20:15:46.223299
663,Dileno Lopes,19,3,0,0,"5' 5""",135 lbs.,"65""",,"Sep 26, 1984",2.37,36%,3.33,53%,2.50,31%,100%,1.5,2018-11-21 20:15:50.674428
664,Lucas Lopes,19,13,0,0,"6' 2""",185 lbs.,N/A,,"Oct 05, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:15:53.935713
665,Thomas Longacre,6,1,0,0,"5' 9""",145 lbs.,N/A,Orthodox,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:15:57.987886
666,Rocky Long,19,27,1,0,N/A,145 lbs.,N/A,,"Feb 18, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:16:01.82461
667,Hector Lombard,34,10,1,2,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",3.02,46%,3.35,53%,1.69,48%,77%,0.5,2018-11-21 20:16:05.411066
668,David Loiseau,20,10,0,0,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",1.59,44%,3.64,43%,0.43,42%,36%,0.1,2018-11-21 20:16:09.88208
669,Sean Loeffler,25,5,0,0,"6' 3""",185 lbs.,N/A,Orthodox,"May 23, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:16:12.050314
670,Artem Lobov,14,15,1,1,"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",3.52,41%,4.82,50%,0.39,25%,52%,0.0,2018-11-21 20:16:16.007711
671,John Lober,5,9,4,0,"5' 11""",199 lbs.,N/A,Orthodox,"Feb 26, 1968",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:16:19.851465
672,Brian Lo-A-Njoe,6,9,3,0,"5' 7""",155 lbs.,N/A,Orthodox,N/A,3.87,42%,0.00,0%,0.00,0%,66%,0.0,2018-11-21 20:16:22.933228
673,Abner Lloveras,19,8,1,0,"5' 11""",155 lbs.,"71""",,"Sep 04, 1982",6.27,49%,6.87,43%,2.00,20%,0%,0.0,2018-11-21 20:16:25.592127
674,Wesley Little,4,6,0,0,"6' 4""",205 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:16:29.812845
675,Dean Lister,11,7,0,0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",1.26,35%,1.89,61%,1.58,15%,50%,1.1,2018-11-21 20:16:34.19314
676,Ariane Lipski,11,3,0,0,"5' 6""",125 lbs.,N/A,,"Jan 26, 1994",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:16:39.334402
677,Philipe Lins,10,2,0,0,"6' 2""",205 lbs.,N/A,,"Aug 17, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:16:41.987317
678,Lucio Linhares,15,7,0,0,"6' 2""",185 lbs.,N/A,Orthodox,"Dec 08, 1973",0.99,22%,3.47,34%,1.86,50%,50%,1.9,2018-11-21 20:16:47.321072
679,John Lineker,31,8,0,0,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",5.22,40%,3.95,56%,0.52,60%,69%,0.6,2018-11-21 20:16:50.695045
680,Jake Lindsey,9,3,0,0,"5' 11""",155 lbs.,"71""",Switch,"Jun 21, 1986",3.44,52%,4.01,46%,0.65,33%,50%,0.0,2018-11-21 20:16:54.886856
681,Matt Lindland,22,9,0,0,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3,2018-11-21 20:16:58.55405
682,Miguel Linares,2,4,0,0,N/A,N/A,N/A,,N/A,6.51,50%,8.84,36%,0.00,0%,0%,0.0,2018-11-21 20:17:03.535733
683,Mabelly Lima,7,1,0,0,"5' 2""",135 lbs.,N/A,Orthodox,"Jan 25, 1994",3.07,63%,5.67,44%,0.00,0%,100%,0.0,2018-11-21 20:17:05.284061
684,Douglas Lima,29,6,0,0,"6' 1""",170 lbs.,N/A,,"Jan 05, 1988",1.92,36%,2.84,60%,0.60,100%,46%,0.0,2018-11-21 20:17:09.002126
685,Dhiego Lima,14,7,0,0,"6' 2""",170 lbs.,"74""",Orthodox,"Jan 31, 1989",2.54,47%,2.88,50%,2.22,66%,50%,1.5,2018-11-21 20:17:12.103815
686,Juliana Lima,9,5,0,0,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982",1.94,44%,2.11,55%,1.72,31%,70%,0.0,2018-11-21 20:17:17.522359
687,Hyun Gyu Lim,13,7,1,0,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985",4.45,41%,5.07,51%,0.23,100%,73%,0.2,2018-11-21 20:17:20.388704
688,Jae Suk Lim,15,5,0,0,"5' 9""",170 lbs.,N/A,Orthodox,"Nov 09, 1979",2.43,50%,4.05,37%,12.16,100%,100%,0.0,2018-11-21 20:17:23.249059
689,Donnie Liles,13,5,0,0,"5' 9""",170 lbs.,N/A,Orthodox,N/A,2.25,41%,1.75,65%,2.50,28%,0%,1.2,2018-11-21 20:17:26.530288
690,Chris Liguori,13,9,0,0,"5' 9""",185 lbs.,N/A,Orthodox,N/A,0.29,33%,1.44,0%,0.00,0%,50%,0.0,2018-11-21 20:17:31.172886
691,Scott Lighty,6,2,0,0,"6' 2""",205 lbs.,N/A,,"Oct 15, 1978",2.91,21%,4.24,49%,0.00,0%,0%,0.0,2018-11-21 20:17:35.366654
692,Zach Light,8,11,0,0,"5' 8""",170 lbs.,N/A,Orthodox,"Feb 06, 1974",0.81,33%,1.90,48%,1.36,100%,0%,0.0,2018-11-21 20:17:37.781226
693,Sam Liera,4,3,0,0,N/A,N/A,N/A,,N/A,0.82,60%,7.36,51%,0.00,0%,66%,0.0,2018-11-21 20:17:39.683143
694,Chuck Liddell,21,8,0,0,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",2.97,35%,2.71,56%,0.44,75%,81%,0.0,2018-11-21 20:17:42.738977
695,Jess Liaudin,19,11,0,0,"5' 9""",170 lbs.,"72""",Orthodox,N/A,2.46,51%,2.76,41%,3.28,53%,30%,1.6,2018-11-21 20:17:46.411184
696,Bevon Lewis,5,0,0,0,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991",7.13,53%,3.24,59%,0.00,0%,100%,0.0,2018-11-21 20:17:49.904834
697,Derrick Lewis,21,6,0,1,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",2.76,50%,2.30,44%,0.49,23%,53%,0.0,2018-11-21 20:17:54.94536
698,John Lewis,3,4,3,0,"6' 0""",155 lbs.,N/A,Southpaw,N/A,0.00,0%,4.00,66%,0.00,0%,0%,0.0,2018-11-21 20:17:58.286432
699,Kyle Levinton,0,3,0,0,N/A,N/A,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:18:01.811989
700,David Levicki,1,3,0,0,"6' 5""",275 lbs.,N/A,,N/A,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:18:05.829278
936,Roy Jones,6,2,0,0,N/A,205 lbs.,N/A,,"Oct 26, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:32:30.947367
701,Marcus LeVesseur,22,7,0,0,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",2.55,64%,3.70,37%,3.89,36%,83%,0.6,2018-11-21 20:18:09.761769
702,Justin Levens,9,8,0,0,"5' 11""",185 lbs.,N/A,Orthodox,"Apr 18, 1980",0.37,20%,3.49,40%,0.00,0%,33%,2.8,2018-11-21 20:18:13.214542
703,Leah Letson,4,1,0,0,"5' 7""",145 lbs.,N/A,,"Aug 21, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:18:17.400335
704,Valerie Letourneau,8,6,0,0,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983",4.51,37%,5.40,58%,0.77,45%,66%,0.3,2018-11-21 20:18:21.287969
705,Frank Lester,6,6,0,1,"5' 11""",170 lbs.,N/A,Orthodox,"Jun 10, 1984",2.18,36%,3.82,53%,0.00,0%,0%,0.0,2018-11-21 20:18:25.766006
706,Brock Lesnar,5,3,0,1,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",3.53,72%,2.11,50%,3.90,55%,60%,0.5,2018-11-21 20:18:29.415232
707,Lukasz Les,7,3,0,0,N/A,170 lbs.,N/A,,"Nov 05, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:18:32.064173
708,Michael Lerma,0,1,0,0,N/A,N/A,N/A,,N/A,0.00,0%,6.47,45%,0.00,0%,0%,0.0,2018-11-21 20:18:37.199454
709,Kimo Leopoldo,10,7,1,0,"6' 3""",235 lbs.,N/A,Orthodox,"Jan 05, 1968",0.76,83%,2.12,30%,4.55,100%,0%,2.3,2018-11-21 20:18:40.807823
710,Chad Leonhardt,8,3,0,0,"6' 0""",170 lbs.,N/A,,"Feb 19, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2018-11-21 20:18:43.842702
